sku,nombre,tipo,categoria,marca,laboratorio_inferido,principio_activo,pa_sucio,concentracion,forma_farmaceutica,presentacion,costo,precio,markup_implicito_pct,margen_sobre_venta_pct,regla_markup,regla_markup_pct,piso,ean,ean_clase,ean_nota,precio_similares,precio_fahorro,ref_min,sugerido_min_menos_2,piso_gt_mercado,stock
FC-23272151,Jeringa insulina 0.3 ml,marca,Botiquín,Jayor,JAYOR,Plastico medical grade,,,Jeringa,C/100,217.20,326.00,50.1,33.4,categoria,50,326,7506022327215,gs1_mx,EAN-13 México,,,,,,12
FC-52844825,Desodorante Obao Ritual Natural Coco (Mujer),marca,Higiene,Obao,,Antitranspirante / desodorante,si,,Desodorante,Roll-ON 65 G,24.95,35.00,40.3,28.7,categoria,40,35,7509552844825,gs1_mx,EAN-13 México,,,,,,1
FC-75062897,Desodorante Rexona Bamboo 48H,marca,Higiene,Rexona,,Antitranspirante / desodorante,si,,Desodorante,STICK 45 G,53.50,75.00,40.2,28.7,categoria,40,75,75062897,ean8_o_interno,8 dígitos: EAN-8 real o código interno recortado,,,,,,3
FC-93025797,Desodorante Axe Men Dark Temp (Hombre),marca,Higiene,Axe,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 150 ML,45.83,65.00,41.8,29.5,categoria,40,65,7791293025797,gs1_otro_pais,"EAN-13 válido, prefijo 779 (no 750)",,,,,,1
FC-4BD80686,Beneventol,generico,Otro,Beneventol,,BENEVENTOL,,400 MG,CAPSULAS,3 CAPSULAS,88.17,141.08,60.0,37.5,med_generico,60,142,7502009745928,gs1_mx,EAN-13 México,,,,,,1
FC-49824771,Prudence Fresa,marca,Producto,Prudence,DKT MEXICO,Latex,si,,,C/3,34.10,47.00,37.8,27.4,sin_clasificar,35,47,7502214982477,gs1_mx,EAN-13 México,,,,,,1
FC-40013898,Crema Teatrical Lanol/Ros,marca,Cuidado personal,Teatrical,,Emolientes / lanolina,,,Crema,52 G,30.36,43.00,41.6,29.4,categoria,40,43,6502400138986,prefijo_650_interno,Prefijo 650 no es GS1 país (México=750). Interno Farmalive/Genomma.,,,,,,1
FC-29670370,Degortzin,marca,Otro,Degortzin,,,,100 MG/50 ML,SOLUCION,1 SOLUCION,35.71,46.43,30.0,23.1,med_otc_marca,35,49,,vacio,,,,,,,2
FC-01165321,Acondicionador Pantene Rizos Definid,marca,GENERAL,Pantene,,,,,,400 ML,75.70,103.00,36.1,26.5,sin_clasificar,35,103,7501001165321,gs1_mx,EAN-13 México,,,,,,1
FC-4A0245DA,Amlodipino,marca,Otro,Amlodipino,,,,5 MG,TABLETAS,100 TABLETAS,32.52,42.28,30.0,23.1,med_otc_marca,35,44,,vacio,,,,,,,1
FC-58DB24C4,Bitenver,marca,Otro,Bitenver,,,,24 MG,TABLETAS,30 TABLETAS,62.78,81.62,30.0,23.1,med_otc_marca,35,85,,vacio,,,,,,,1
FC-6074BB64,Redalip,marca,Otro,Redalip,,,,200 MG,TABLETAS,30 TABLETAS,21.01,27.32,30.0,23.1,med_otc_marca,35,30,,vacio,,,,,,,2
FC-08427330,Bepanthen Pomada Protectora Contra Rozaduras,marca,Otro,Bepanthen,BAYER OTC,Dexpanthenol,,,POMADA,100 G 5%,134.50,160.00,19.0,15.9,sin_clasificar,35,182,7501008427330,gs1_mx,EAN-13 México,,,,,,1
FC-69A3C416,Wexpec,marca,Otro,Wexpec,,,,7.5/2MG/5/120 ML,SOLUCION,1 SOLUCION,16.65,21.65,30.0,23.1,med_otc_marca,35,23,,vacio,,,,,,,1
FC-56342227,Crema Para Peinar Sedal Rizos Definidos,marca,Cuidado personal,Sedal,,,,,Crema,135 ML,18.16,25.00,37.6,27.3,categoria,40,26,7501056342227,gs1_mx,EAN-13 México,,,,,,2
FC-08491074,Aspirina,marca,Otro,Aspirina,,Acido acetilsalicilico,,,TABLETAS,80 TABLETAS,124.80,163.00,30.6,23.4,med_otc_marca,35,169,7501008491074,checksum_invalido,Dígito verificador GS1 no cuadra,,,,,,16
FC-22133286,Shampoo Grisi Rici Oro Miel,marca,Higiene,Grisi,,Surfactantes / formula capilar,si,,Shampoo,250 ML,66.93,94.00,40.4,28.8,categoria,40,94,7501022133286,gs1_mx,EAN-13 México,,,,,,1
FC-92506601,Gel Ego Attraction,marca,Cuidado personal,Ego,,,,,Gel,200 g,20.02,29.00,44.9,31.0,categoria,40,29,7506192506601,gs1_mx,EAN-13 México,,,,,,1
FC-48691104,Venda Elastica Protec 15 cm x 5 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,15 CM x 5 M,38.31,58.00,51.4,33.9,categoria,50,58,7501048691104,gs1_mx,EAN-13 México,,,,,,1
FC-52933307,Desodorante Obao Game 48Hr,marca,Higiene,Obao,,Antitranspirante / desodorante,si,,Desodorante,R-ON 65 G,27.19,39.00,43.4,30.3,categoria,40,39,7509552933307,gs1_mx,EAN-13 México,,,,,,1
FC-61113000,Talco Desodorante ODolex,marca,Higiene,Odolex,,Antitranspirante / desodorante,si,,Talco,300 g,28.10,40.00,42.3,29.8,categoria,40,40,7501361113000,gs1_mx,EAN-13 México,,,,,,1
FC-C6C20517,Budimin,marca,Otro,Budimin,,,,1 MG,TABLETAS,20 TABLETAS,31.31,40.71,30.0,23.1,med_otc_marca,35,43,,vacio,,,,,,,1
FC-08DB70CB,Bicarbonato Velazquez Grande 200G,marca,Producto,Bicarbonato,,Bicarbonato de sodio,,,Bicarbonato,C/10,11.50,18.41,60.1,37.5,sin_clasificar,35,17,,vacio,,,,,,,5
FC-0ACC5B6A,Mercurio Oxido De Zinc,marca,Cuidado personal,Mercurio,,Producto homeopatico / natural,,,Pomada,C/25,9.00,14.40,60.0,37.5,categoria,40,14,,vacio,,,,,,,3
FC-14982514,Prudence,marca,Producto,Prudence,DKT MEXICO,Latex,si,,,C/3,34.10,54.56,60.0,37.5,sin_clasificar,35,47,7502214982514,gs1_mx,EAN-13 México,,,,,,1
FC-14985348,Prudence Ultra Sensitive condones C/3,marca,Higiene,Prudence,DKT MEXICO,Latex,si,,Condón,C/3,41.31,66.10,60.0,37.5,categoria,40,58,7502214985348,gs1_mx,EAN-13 México,,,,,,1
FC-45722547,Natural Gloss Agua micelar bifásica,marca,Cuidado personal,Natural-G,,,,,Agua micelar,120 ML,21.08,30.00,42.3,29.7,categoria,40,30,7502245722547,gs1_mx,EAN-13 México,,,,,,1
FC-1812D26D,Hucius Capsulas,marca,Gastro,Hucius,,,,,,C/30,78.16,101.61,30.0,23.1,sin_clasificar,35,106,7501590286100,gs1_mx,EAN-13 México,,,,,,1
FC-08820243,Dermodine infantil,marca,GENERAL,Dermodine,DEGASA,,,,,,36.85,58.97,60.0,37.5,sin_clasificar,35,50,7501250882024,gs1_mx,EAN-13 México,,,,,,1
FC-14983153,Prudence Grosella,marca,Higiene,Prudence,DKT MEXICO,Latex,si,,Lubricante,75 ML,68.20,109.12,60.0,37.5,categoria,40,96,7502214983153,gs1_mx,EAN-13 México,,,,,,1
FC-14983726,Prudence Natural Lubricante Natural,marca,Higiene,Prudence,DKT MEXICO,Latex,si,,Lubricante,75 ML,62.06,99.30,60.0,37.5,categoria,40,87,7502214983726,gs1_mx,EAN-13 México,,,,,,1
FC-16800803,Pañal Diapro Med,marca,Producto,Diapro,,Celulosa absorbente,,,Pañales,C/10,85.00,128.00,50.6,33.6,categoria,30,111,7501943474994,gs1_mx,EAN-13 México,,,,,,2
FC-30622622,Desodorante Axe Men Young (hombre),marca,Higiene,Axe,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 150 ML,45.83,73.33,60.0,37.5,categoria,40,65,7506306226722,gs1_mx,EAN-13 México,,,,,,1
FC-93037806,Desodorante Rexona Men Marine (hombre),marca,Higiene,Rexona,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 150 ML,54.68,77.00,40.8,29.0,categoria,40,77,7791293037806,gs1_otro_pais,"EAN-13 válido, prefijo 779 (no 750)",,,,,,1
FC-262F2A30,Irbesartan,generico,Otro,AMSA,,IRBESARTAN,,150 MG,TABLETAS,14 TABLETAS,43.98,70.37,60.0,37.5,med_generico,60,71,7501349022454,gs1_mx,EAN-13 México,,,,,,1
FC-97BEFA1A,Amlodipino,marca,Otro,Amlodipino,,,,5 MG,TABLETAS,100 TABLETAS,32.52,42.28,30.0,23.1,med_otc_marca,35,44,,vacio,,,,,,,1
FC-9ABFB996,Elaphteron,marca,Otro,Elaphteron,,,,100 MG,TABLETAS,20 TABLETAS,30.77,40.01,30.0,23.1,med_otc_marca,35,42,,vacio,,,,,,,1
FC-33956775,Pedialyte Sr60 Uva,marca,Higiene,Pedialyte,ABBOTT,Electrolitos / suero oral,si,,Suero oral,,24.30,38.89,60.0,37.5,categoria,30,33,7501033956775,gs1_mx,EAN-13 México,,,,,,1
FC-04D83B46,Pralex,marca,Otro,Pralex,,,,10 MG,TABLETAS,28 TABLETAS,42.85,55.71,30.0,23.1,med_otc_marca,35,58,,vacio,,,,,,,2
FC-06213906,Desodorante Axe Ice Chill 48H (hombre),marca,Higiene,Axe,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 150 ML,45.83,65.00,41.8,29.5,categoria,40,65,7506306213906,gs1_mx,EAN-13 México,,,,,,1
FC-06244795,Desodorante Axe Intense 48H (Hombre),marca,Higiene,Axe,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 150 ML,45.83,65.00,41.8,29.5,categoria,40,65,7506306244795,gs1_mx,EAN-13 México,,,,,,1
FC-33954740,Pedialyte,marca,Higiene,Pedialyte,ABBOTT,Electrolitos / suero oral,si,,Suero oral,500 ML,23.81,38.10,60.0,37.5,categoria,30,32,7501033954740,gs1_mx,EAN-13 México,,34.5,34.5,34,,1
FC-33956133,Glucerna chocolate,marca,Gastro,Glucerna,,Suplemento nutricional,,,Líquido,237 ML,47.50,72.00,51.6,34.0,sin_clasificar,35,65,7501033956133,gs1_mx,EAN-13 México,,,,,,2
FC-33956140,Glucerna fresa,marca,Suplemento,Glucerna,,Suplemento nutricional,,,Líquido,237 ML,47.50,72.00,51.6,34.0,categoria,45,69,7501033956140,gs1_mx,EAN-13 México,,,,,,2
FC-33961373,Pedialyte fresa,marca,Otro,Pedialyte,ABBOTT,Electrolitos / suero oral,si,,Suero oral,500 ML,23.81,38.10,60.0,37.5,categoria,30,32,7501033961373,gs1_mx,EAN-13 México,,,,,,1
FC-1FBF5206,Del Viejito Reomatolum,marca,Cuidado personal,Del Viejito,,,,,Pomada,60 G,20.00,32.00,60.0,37.5,categoria,40,28,,vacio,,,,,,,1
FC-34067471,Quirmex,marca,Botiquín,Quirmex,QUIRMEX,Vaselina + lanolina,,,Venda,,8.72,13.96,60.1,37.5,categoria,50,14,7503003406747,gs1_mx,EAN-13 México,,,,,,1
FC-34064021,Quirmex Tarro 1 2 12.00 Cotonetes Tarro 1,marca,Higiene,Quirmex,QUIRMEX,Vaselina + lanolina,,,Cotonetes,C/100,11.76,18.82,60.0,37.5,categoria,40,17,7503003406402,gs1_mx,EAN-13 México,,,,,,2
FC-3D0ED22B,Zukedib,marca,Otro,Zukedib,,,,4 MG,TABLETAS,30 TABLETAS,27.98,36.38,30.0,23.1,med_otc_marca,35,38,,vacio,,,,,,,1
FC-52D2A43A,Zukedib,marca,Otro,Zukedib,,,,2 MG,TABLETAS,30 TABLETAS,29.08,37.81,30.0,23.1,med_otc_marca,35,40,,vacio,,63.0,,63.0,62,,1
FC-53506FA4,Enalapril,generico,Otro,,,ENALAPRIL,,10 MG,TABLETAS,30 TABLETAS,8.09,12.95,60.1,37.5,med_generico,60,14,,vacio,,,102.0,102.0,100,,5
FC-5F30F9D4,Clamoxin (Amoxicilina/Clavulánico 500/125 mg),marca,Otro,Clamoxin,,AMOXICILINA/AC. CLAVULANICO,,500/125 MG,TABLETAS,10 TABLETAS,48.48,63.03,30.0,23.1,med_otc_marca,35,66,7502009740992,gs1_mx,EAN-13 México,,,,,,3
FC-5EF90195,Mercurio Flor De Arnica,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Arnica,C/50,55.00,88.00,60.0,37.5,sin_clasificar,35,75,3311000003920,gs1_otro_pais,"EAN-13 válido, prefijo 331 (no 750)",,,,,,1
FC-52876406,Desodorante Obao Men Tatto Aqua (Hombre),marca,Higiene,Obao,,Antitranspirante / desodorante,si,,Desodorante,R-ON 65 G,24.71,35.00,41.6,29.4,categoria,40,35,7509552876406,gs1_mx,EAN-13 México,,,,,,1
FC-3D0F54B7,Ibupro-Cafe,marca,Otro,Ibupro-Cafe,,,,400 MG/100 MG,CAPSULAS,10 CAPSULAS,30.06,39.08,30.0,23.1,med_otc_marca,35,41,,vacio,,41.0,,41.0,41,,2
FC-50D044FF,Wermy,marca,Otro,Wermy,,,,300 MG,CAPSULAS,15 CAPSULAS,24.51,31.87,30.0,23.1,med_otc_marca,35,34,,vacio,,,,,,,2
FC-5885E577,Pabesorag,marca,Otro,Pabesorag,,,,150/12.5 MG,TABLETAS,28 TABLETAS,60.47,78.62,30.0,23.1,med_otc_marca,35,82,,vacio,,159.0,,159.0,156,,1
FC-60101231,Tempra XT Noche,marca,Analgésico,Tempra,RB HEALTH,Paracetamol/Fenilefrina/Carbinoxamina,,,TABLETAS,C/12 800mg/20mg/4mg,59.69,77.60,30.0,23.1,med_otc_marca,35,81,7506460101231,gs1_mx,EAN-13 México,,,,,,1
FC-34067781,Quirmex,marca,Botiquín,Quirmex,QUIRMEX,Vaselina + lanolina,,,Venda,30 CM,23.72,37.96,60.0,37.5,categoria,50,36,7503003406778,gs1_mx,EAN-13 México,,,,,,1
FC-34067851,Quirmex,marca,Botiquín,Quirmex,QUIRMEX,Vaselina + lanolina,,,Algodón,,17.54,28.07,60.0,37.5,categoria,50,27,7503003406785,gs1_mx,EAN-13 México,,,,,,1
FC-60009851,Colgate Triple Acc,marca,Higiene,Colgate,COLGATE PALMOLIVE,Fluoruro de sodio,,,Crema dental,75 ML,19.20,30.72,60.0,37.5,categoria,40,27,7509546000985,gs1_mx,EAN-13 México,,,,,,1
FC-60689091,Colgate Trip Xtra,marca,Producto,Colgate,COLGATE PALMOLIVE,Fluoruro de sodio,,,CREMA,50 ML,13.72,21.96,60.1,37.5,sin_clasificar,35,19,7509546068909,gs1_mx,EAN-13 México,,,,,,1
FC-60101521,Soft Lub Pleasure 56.7 g,marca,Producto,Vitacilina,RB HEALTH,,,,LUBRICANTE,56.7 G,100.80,161.28,60.0,37.5,sin_clasificar,35,137,7506460101521,gs1_mx,EAN-13 México,,,,,,1
FC-60101378,Lubricante íntimo,marca,Higiene,Piel con Piel,RB HEALTH,,,,Lubricante,,102.50,164.00,60.0,37.5,categoria,40,144,7506460101378,gs1_mx,EAN-13 México,,,,,,1
FC-60F627D5,Gentamicina,generico,Otro,,,GENTAMICINA,,160MG/2 ML,AMPOLLETA,5 AMPOLLETA,52.57,84.12,60.0,37.5,sin_clasificar,35,71,,vacio,,,45.5,45.5,45,si,2
FC-46059556,Palmolive líquido neutro,marca,Higiene,Palmolive,,Surfactantes / formula corporal,si,,Jabón líquido,221 ML,35.61,50.00,40.4,28.8,categoria,40,50,7509546059556,gs1_mx,EAN-13 México,,,,,,1
FC-08426944,Flanax,marca,Otro,Flanax,BAYER OTC,,,,GEL,40 G,117.11,187.38,60.0,37.5,sin_clasificar,35,159,7501008426944,gs1_mx,EAN-13 México,,,,,,1
FC-06230507,Dove Barra Karite Vainill,marca,Higiene,Dove,,Surfactantes / formula corporal,si,,Jabón,135 G,30.21,48.34,60.0,37.5,categoria,40,43,7506306230507,gs1_mx,EAN-13 México,,,,,,1
FC-66888171,Colgate Max Clean,marca,Producto,Colgate,COLGATE PALMOLIVE,Fluoruro de sodio,,,CREMA,120 ML,25.50,40.81,60.0,37.5,sin_clasificar,35,35,7509546688817,gs1_mx,EAN-13 México,,,,,,1
FC-46683133,Palmolive Neutro-Bal Dermo Limp,marca,Higiene,Palmolive,,Surfactantes / formula corporal,si,,Jabón,120 G,26.14,30.00,14.7,12.8,categoria,40,37,7509546683133,gs1_mx,EAN-13 México,,,,,,2
FC-26462078,Chupón con miel Ternura,marca,Cuidado personal,Ternura,,,,,,1 PZA,3.39,6.00,77.0,43.5,categoria,40,9,7501026462245,gs1_mx,EAN-13 México,,,,,,1
FC-66873531,Crema dental anticaries,marca,Higiene,Genérico,COLGATE PALMOLIVE,,,,Crema dental,,32.44,51.91,60.0,37.5,categoria,40,46,7509546687353,gs1_mx,EAN-13 México,,,,,,2
FC-22111352,Grisi Corp Diabecare,marca,Higiene,Grisi,,,,,Jabón,125 G,39.94,56.00,40.2,28.7,categoria,40,56,7501022111352,gs1_mx,EAN-13 México,,,,,,1
FC-22150092,Grisi Leche De Burra,marca,Higiene,Grisi,,,,,Jabón,125 G,21.88,31.00,41.7,29.4,categoria,40,31,7501022150092,gs1_mx,EAN-13 México,,,,,,1
FC-00003920,Arnica Mercurio,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Arnica,Globulos,15.00,23.00,53.3,34.8,sin_clasificar,35,21,3311000003944,gs1_otro_pais,"EAN-13 válido, prefijo 331 (no 750)",,,,,,10
FC-C101D5B1,Bisoprolol,generico,Otro,,,BISOPROLOL,,2.5 MG,TABLETAS,30 TABLETAS,97.51,156.02,60.0,37.5,med_generico,60,157,,vacio,,,366.0,366.0,359,,1
FC-C22EBFE6,Perilla N2,generico,Botiquín,Edigar,,Material plastico,,,Perilla,PIEZA,16.00,25.60,60.0,37.5,categoria,50,24,,vacio,,,,,,,2
FC-92503558,Ego Magnetic Fij-Alta,marca,Cuidado personal,Ego,,,,,Gel,200 g,18.39,26.00,41.4,29.3,categoria,40,26,7506192503358,gs1_mx,EAN-13 México,,,,,,1
FC-C8B741F6,FC producto botiquín,marca,Producto,Fc,,,,,,,10.45,13.59,30.0,23.1,sin_clasificar,35,16,,vacio,,,,,,,2
FC-BE76D409,Amcef IM 1 g (Inyectable),marca,Otro,Amcef,,,,1 G/3.5 ML,FRASCO AMPULA,1 FRASCO AMPULA,19.72,25.64,30.0,23.1,sin_clasificar,35,27,,vacio,,,,,,,10
FC-C636D8EA,Ceftriaxona IM 1 g (Inyectable),marca,Otro,Ceftriaxona,,,,1 G/3.5 ML,FRASCO AMPULA,1 FRASCO AMPULA,9.80,12.75,30.1,23.1,sin_clasificar,35,15,,vacio,,,,,,,2
FC-BE2ACF63,Valnait Capsulas Valeriana,marca,Otro,Valnait,,,,,,C/30,64.91,100.00,54.1,35.1,sin_clasificar,35,88,7501590285004,gs1_mx,EAN-13 México,,,,,,1
FC-CB5C11ED,Mercurio Magnesia Anisada,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Magnesia,C/50,51.50,82.40,60.0,37.5,sin_clasificar,35,70,,vacio,,,,,,,1
FC-99425580,Gel X-Treme Titan,marca,Cuidado personal,X-Treme,,,,,Gel,250 G,22.61,32.00,41.5,29.3,categoria,40,32,7501199425580,gs1_mx,EAN-13 México,,,,,,2
FC-C4530823,Mercurio óxido de zinc C/50,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Producto natural,C/50,54.00,86.40,60.0,37.5,sin_clasificar,35,73,,vacio,,,,,,,1
FC-C9F4ACCC,Acemetacina,generico,Otro,,,ACEMETACINA,,90 MG,CAPSULAS,14 CAPSULAS,39.44,63.11,60.0,37.5,med_generico,60,64,,vacio,,,151.0,151.0,148,,1
FC-CD261CD5,Doliprofen,marca,Otro,Doliprofen,,,,800 MG,TABLETAS,10 TABLETAS,22.41,29.14,30.0,23.1,med_otc_marca,35,31,,vacio,,,,,,,5
FC-CF18C740,Clindamicina,generico,Otro,,,CLINDAMICINA,,300 MG,CAPSULAS,16 CAPSULAS,30.54,48.87,60.0,37.5,med_generico,60,49,,vacio,,,,,,,3
FC-01B2F362,Fasiclor,marca,Otro,Fasiclor,,CEFACLOR,,125MG/5/75 ML,SUSPENSION,1 SUSPENSION,49.85,64.81,30.0,23.1,med_otc_marca,35,68,,vacio,,,,,,,1
FC-2005DD57,Cefalexina,generico,Otro,,,CEFALEXINA,,500 MG,CAPSULAS,20 CAPSULAS,39.84,63.75,60.0,37.5,med_generico,60,64,,vacio,,,253.0,253.0,248,,2
FC-41339950,Claritromicina,generico,Otro,,,CLARITROMICINA,,500 MG,TABLETAS,10 TABLETAS,59.45,95.12,60.0,37.5,med_generico,60,96,,vacio,,,236.0,236.0,232,,2
FC-443C330E,Cefagen,marca,Otro,Cefagen,,CEFALEXINA,,500 MG,TABLETAS,10 TABLETAS,144.13,187.37,30.0,23.1,med_otc_marca,35,195,,vacio,,,,,,,1
FC-48F732CF,Epicin,marca,Otro,Epicin,,ERITROMICINA,,500 MG,CAPSULAS,20 CAPSULAS,29.56,38.43,30.0,23.1,med_otc_marca,35,40,,vacio,,,,,,,5
FC-492D652F,Cefalver,marca,Otro,Cefalver,,,,500 MG,CAPSULAS,20 CAPSULAS,43.35,56.36,30.0,23.1,med_otc_marca,35,59,,vacio,,,,,,,1
FC-697EEAD0,Kurtosil,marca,Otro,Kurtosil,,,,20/1 MG,CREMA,1 CREMA,62.48,81.23,30.0,23.1,sin_clasificar,35,85,,vacio,,,,,,,1
FC-72C28BC1,Knoricin,marca,Otro,Knoricin,,NITROFURANTOINA,,125MG/5/60 ML,SUSPENSION,1 SUSPENSION,45.41,59.04,30.0,23.1,med_otc_marca,35,62,,vacio,,,,,,,1
FC-74A5ABEE,Ciprofloxacino,generico,Otro,,,CIPROFLOXACINO,,250 MG,TABLETAS,12 TABLETAS,13.69,21.91,60.0,37.5,med_generico,60,22,,vacio,,,239.0,239.0,235,,2
FC-830BF3FB,Diviltac,marca,Otro,Diviltac,,,,150/10MG/1 ML,FRASCO AMPULA,1 FRASCO AMPULA,34.45,44.79,30.0,23.1,sin_clasificar,35,47,,vacio,,,,,,,1
FC-85BDBD3D,Acroxil-C,marca,Otro,Acroxil-C,,,,250MG/5/60 ML,SUSPENSION,1 SUSPENSION,25.42,33.05,30.0,23.1,med_otc_marca,35,35,,vacio,,,,,,,1
FC-86A95D07,Tropharma,marca,Otro,Tropharma,,,,500 MG,TABLETAS,20 TABLETAS,44.53,57.89,30.0,23.1,med_otc_marca,35,61,,vacio,,62.0,,62.0,61,,2
FC-8FB65B79,Klarix,marca,Otro,Klarix,,CLARITROMICINA,,250MG/5 ML 60 ML,SUSPENSION,1 SUSPENSION,81.67,106.18,30.0,23.1,med_otc_marca,35,111,,vacio,,,,,,,1
FC-AEA8C8DA,Namifen,marca,Otro,Namifen,,,,500 MG,TABLETAS,20 TABLETAS,24.28,31.57,30.0,23.1,med_otc_marca,35,33,,vacio,,,,,,,1
FC-9538F7D6,Fasiclor,marca,Otro,Fasiclor,,CEFACLOR,,250MG/5/75 ML,SUSPENSION,1 SUSPENSION,81.18,105.54,30.0,23.1,med_otc_marca,35,110,7502009741050,gs1_mx,EAN-13 México,,,,,,1
FC-3A4583F3,Penipot,marca,Otro,Penipot,,BENCILPENICILINA,,"400,000 UI",FRASCO AMPULA,1 FRASCO AMPULA,14.07,18.30,30.1,23.1,sin_clasificar,35,20,,vacio,,31.0,,31.0,31,,2
FC-06241206,Dove tono uniforme 72h,marca,Higiene,Dove,,Surfactantes / formula corporal,si,,Desodorante,SPRAY 150 ML,64.28,80.00,24.4,19.6,categoria,40,90,7506306241206,gs1_mx,EAN-13 México,,,,,,2
FC-17376CAE,Aspitak-P,marca,Otro,Aspitak-P,,,,100 MG,COMPRIMIDOS,30 COMPRIMIDOS,19.72,25.64,30.0,23.1,med_otc_marca,35,27,,vacio,,,,,,,2
FC-22105207,Jabon Grisi Neutro,marca,Higiene,Grisi,,Jabon / tensioactivos,,,Jabón,150 G,20.87,30.00,43.7,30.4,categoria,40,30,7501022105207,gs1_mx,EAN-13 México,,30.0,30.0,30,,3
FC-27250612,Desodorante Obao Piel Delicada,marca,Higiene,Obao,,Antitranspirante / desodorante,si,,Desodorante,R-ON 65 G,24.71,39.54,60.0,37.5,categoria,40,35,7501027250612,gs1_mx,EAN-13 México,,,,,,1
FC-27286017,Desodorante Obao Classic (Hombre),marca,Higiene,Obao,,Antitranspirante / desodorante,si,,Desodorante,R-ON 65 G,29.55,42.00,42.1,29.6,categoria,40,42,7501027286017,gs1_mx,EAN-13 México,,,,,,1
FC-405A75E3,Ursodesoxicolico,marca,Otro,Acido,,,,250 MG,CAPSULAS,50 CAPSULAS,217.23,282.40,30.0,23.1,med_otc_marca,35,294,,vacio,,,432.0,432.0,424,,1
FC-4C621D07,Vanmoxol,generico,Otro,,,VANMOXOL,,250/15MG/5/90 ML,SUSPENSION,1 SUSPENSION,18.03,28.85,60.0,37.5,med_generico,60,29,,vacio,,,,,,,1
FC-E6112F15,Nalixone,generico,Otro,,,NALIXONE,,500/50 MG,TABLETAS,20 TABLETAS,63.32,101.32,60.0,37.5,med_generico,60,102,,vacio,,,,,,,2
FC-E69F2E63,Madrid Aceite Eucalipto,marca,Producto,Madrid,,,,,Aceite,C/25,11.00,17.61,60.1,37.5,sin_clasificar,35,16,,vacio,,,,,,,3
FC-EFB599B5,Mercurio Pan Puerco,marca,Cuidado personal,Mercurio,,Producto homeopatico / natural,,,Pomada,C/25,9.50,15.20,60.0,37.5,categoria,40,15,,vacio,,,,,,,5
FC-E6B50AC3,Celecoxib,marca,Otro,Celecoxib,,,,200MG,CAPSULAS,10 CAPSULAS,34.82,45.27,30.0,23.1,med_otc_marca,35,48,,vacio,,,457.0,457.0,448,,2
FC-E826D304,Lincomicina /2Ml 6 Ampolletas,marca,Producto,Lincomicina,,,,,,600 MG,47.85,62.21,30.0,23.1,sin_clasificar,35,65,,vacio,,,,,,,2
FC-E9C38DC4,Ciprofloxacino G.I,generico,Otro,,,CIPROFLOXACINO G.I,,500 MG,TABLETAS,14 TABLETAS,22.92,36.68,60.0,37.5,med_generico,60,37,,vacio,,,,,,,5
FC-38891190,Jabon Dove Original,marca,Higiene,Dove,,Jabon / tensioactivos,,,Jabón,135 G,30.20,37.00,22.5,18.4,categoria,40,43,0672388911904,gs1_otro_pais,"EAN-13 válido, prefijo 067 (no 750)",,,,,,2
FC-022543CD,Valclan,marca,Otro,Valclan,,AMOXICILINA/AC. CLAVULANICO,,500/125 MG,TABLETAS,10 TABLETAS,37.22,48.39,30.0,23.1,med_otc_marca,35,51,7502009740992,gs1_mx,EAN-13 México,,,,,,3
FC-1FEA2FB7,Amikacina,generico,Otro,,,AMIKACINA,,500MG/2 ML,AMPOLLETA,1 AMPOLLETA,29.21,46.74,60.0,37.5,sin_clasificar,35,40,,vacio,,,,,,,1
FC-26EA40A4,Ramcinet,marca,Otro,Ramcinet,,,,10 MG,TABLETAS,10 TABLETAS,19.65,25.55,30.0,23.1,med_otc_marca,35,27,,vacio,,,,,,,6
FC-3CAA7C5C,Cinarizina,generico,Otro,,,CINARIZINA,,75 MG,TABLETAS,60 TABLETAS,35.05,56.08,60.0,37.5,med_generico,60,57,,vacio,,,77.0,77.0,76,,2
FC-63975795,Gentamicina,generico,Otro,,,GENTAMICINA,,1 MG,COMPRIMIDOS,25 COMPRIMIDOS,17.58,28.13,60.0,37.5,med_generico,60,29,,vacio,,,,,,,3
FC-6EAD98A9,Cepobrom,marca,Otro,Cepobrom,,CEFADROXIL,,500/0.782 MG,CAPSULAS,12 CAPSULAS,47.97,62.37,30.0,23.1,med_otc_marca,35,65,,vacio,,,,,,,1
FC-7AA38F97,Pentiver,marca,Otro,Pentiver,,,,500MG/5/60 ML,SUSPENSION,1 SUSPENSION,31.20,40.56,30.0,23.1,med_otc_marca,35,43,,vacio,,,,,,,1
FC-82F88FED,Captopril,generico,Otro,,,CAPTOPRIL,,25 MG,TABLETAS,30 TABLETAS,7.95,12.72,60.0,37.5,med_generico,60,13,,vacio,,,58.0,58.0,57,,5
