sku,precio,confianza,nombre_fuente,sku_externo,reason,ratio,ean_levic,ean_fc,nombre
FC-37103354,39.0,100,BRU136 BRUNADOL 1 SUSP 125/100MG/5/100 ML,BRU136,ean_exacto,1.28,7501537103354,7501537103354,Brunadol Infantil paracetamol/naproxeno 100-125 mg/5 mL
FC-103521,21.0,100,BRU145 BRUNADOL 10 TAB 275/300 MG,BRU145,ean_exacto,1.09,7501537103521,7501537103521,Brunadol paracetamol/naproxeno C/10
FC-08895196,8.75,100,BRU150 KY6 10 TAB 500/25/5/4 MG,BRU150,ean_exacto,0.94,7502208895196,7502208895196,KY6
EQ-BRU053,8.84,100,BRU053 NEDICLON 20 GRAG 100 MG,BRU053,sku_eq,1.17,7501537102845,7501537102845,Nediclon Diclofenaco
FMX-502376,33.68,100,BRU058 NORAPRED 20 TAB 50 MG,BRU058,ean_exacto,0.97,7501537102395,7501537102395,Norapred Tabletas 50 Mg C/20
FC-71829601,77.99,100,"BRU074 TRIBEDOCE 50,000 5 AMP 100/50/1 MG",BRU074,ean_exacto,1.07,7501537182960,7501537182960,Tribedoce 50000 UI
FMX-302907,73.11,100,CMD136 IVERKRAM 30 CAPS 275/3.3 MG,CMD136,ean_exacto,1.1,7501590288715,7501590288715,Iverkram Capsulas C/30
FC-25304142,10.12,100,DEG175 HIDRIGORT 8 TAB 50 MG,DEG175,ean_exacto,1.0,7501825304142,7501825304142,Hidrigort (Difenhidramina) 50 mg
FC-D4AC123B,9.95,100,LIZ071 ACEITE DE ALMENDRAS 1 BOT 50ML (MERCURIO,LIZ071,ean_exacto,1.24,3311000001209,3311000001209,Mercurio Aceite Almendras
FC-5A697CC2,9.6,100,LIZ049 ACEITE DE OLIVO 1 BOT 50 ML (MERCURIO),LIZ049,ean_exacto,1.2,3311000001582,3311000001582,Mercurio Aceite Olivo
FC-00001292,11.09,100,LIZ050 ACEITE DE RICINO 1 BOT 50 ML (MERCURIO),LIZ050,ean_exacto,1.17,3311000001292,3311000001292,Aceite de ricino Frasco 50 mL Mercurio
FC-127F5753,8.86,100,LIZ052 ARNICA PARA TOMAR 1 BOT 50 ML (MERCURIO),LIZ052,ean_exacto,1.18,3311000015084,3311000015084,Mercurio Arnica Tomar
FC-25E452B6,9.58,100,LIZ053 ARNICA PARA UNTAR 1 BOT 50 ML (MERCURIO),LIZ053,ean_exacto,1.28,3311000001223,3311000001223,Mercurio Arnica Untar
FC-00003920,20.99,100,LIZ055 CHOCHOS ARNICA 1TUBO C/ 170 (MERCURIO),LIZ055,ean_exacto,1.4,3311000003944,3311000003944,Arnica Mercurio
FC-62034164,8.52,100,LIZ057 ESPIRITUS DE UNTAR 1 BOT 50 ML(MERCURIO),LIZ057,ean_exacto,1.42,3311000001605,3311000001605,Mercurio Espiritus Untar
FC-3676D5DC,8.52,100,LIZ056 ESPIRITUS PARA TOM 1 SOL 50 ML(MERCURIO),LIZ056,ean_exacto,1.42,3311000001513,3311000001513,Mercurio Espiritus Tomar
FC-39036C88,13.79,100,LIZ060 GLICERINA 1 BOTELLA 50 ML (MERCURIO),LIZ060,ean_exacto,1.15,3311000001407,3311000001407,Mercurio Glicerina
FC-0ACC5B6A,71.97,100,LIZ073 OXIDO DE ZINC 1 EX 50 SOB C/10G (MERCURI,LIZ073,ean_exacto,66.64,3311000003722,3311000003722,Mercurio Oxido De Zinc
FC-FBD776D2,164.32,100,LIZ072 PERL DE ETER 1 EX 50 SOB C/3 PZAS MERCUR,LIZ072,ean_exacto,0.97,3311000003487,3311000003487,Mercurio Perlas De Eter
FC-FD718DF3,13.3,100,LIZ066 POMADA DE SULFATIA 1 TUBO 50G (MERCURIO),LIZ066,ean_exacto,1.16,3311000000967,3311000000967,Mercurio Sulfatiazol
FC-FEAECBF1,11.57,100,LIZ067 POMADA DE TEPEXCOHUI 1 TUBO 50G MERCURIO,LIZ067,ean_exacto,1.22,3311000001087,3311000001087,Mercurio Tepezcohuite
FC-EFB599B5,11.82,100,LIZ064 POMADA PAN PUERCO 1 TUBO 50 G (MERCURIO),LIZ064,ean_exacto,1.24,3311000000868,3311000000868,Mercurio Pan Puerco
FC-A680F97E,11.76,100,LIZ068 YODO PARA TOMAR 50 G (MERCURIO),LIZ068,ean_exacto,1.07,3311000001506,3311000001506,Mercurio Yodo Tomar
FC-D3D28E20,11.58,100,LIZ069 YODO PARA UNTAR 50 G (MERCURIO),LIZ069,ean_exacto,1.01,3311000000493,3311000000493,Mercurio Yodo Untar
EQ-FAC0057,24.07,100,FAC0057 FARMIVER INFANTIL 1 SUSP 100/400MG/10 ML,FAC0057,sku_eq,1.05,7502006921967,7502006921967,Farmiver Infantil 1 Susp 100/400mg/10
FC-06922728,25.83,100,FAC0046 MOTILAXIL 1 SOL 100MG/5/120 ML,FAC0046,ean_exacto,1.03,7502006922728,7502006922728,Motilaxil solución (Picosulfato de sodio) 5 mg/5 mL
FC-27425008,30.29,100,GEP053 GROOBE 24 CAPS 50 MG,GEP053,ean_exacto,1.0,7502227425008,7502227425008,Groobe (Dimenhidrinato) 50 mg
EQ-GEP049,24.38,100,GEP049 X-TRID 12 CAPS 15MG/5MG/2MG/250MG,GEP049,sku_eq,1.05,7502227427392,7502227427392,X-Trid 12 Caps 15mg/5mg/2mg/250mg
FC-053610,144.06,100,GNO067 ALLI-TRIPLE 10 TAB 50/.25/50/50 MG,GNO067,ean_exacto,2.45,650240053610,650240053610,Alli-Triple C/10 tabletas
FC-40004643,38.0,95,GNO003 ASEPXIA 1 JABON EXFOLIANTE 100 G,GNO003,ean_sin_dv,0.98,650240004643,6502400046434,Jabon Asepxia Exfoliante
FC-40036354,44.09,95,GNO078 GENOPRAZOL 7 CAP 20 MG,GNO078,ean_sin_dv,1.8,650240036354,6502400363548,Genoprazol tabletas C/7
FC-40015366,93.36,95,GNO023 NASALUB ADUL 1 FRASCO NEBULIZADOR 30 ML,GNO023,ean_sin_dv,1.12,650240015366,6502400153668,Nasalub Sol
FC-40010538,40.39,95,GNO026 NEXT MINI 10 TAB 500 MG,GNO026,ean_sin_dv,1.72,650240010538,6502400105384,Next tabletas C/10
FC-40025839,56.59,95,GNO097 SH INT LOMECAN V 200ML,GNO097,ean_sin_dv,0.9,650240025839,6502400258394,Jabon Intimo Lomecan V
FC-00740024,74.82,100,GNO101 SILKA PIE DE ATLETA 1 GEL 15 G,GNO101,ean_exacto,0.93,650240007408,650240007408,Silka Medic Gel
FC-00315021,132.22,95,GNO103 TUKOL-D INFANTIL 1 JBE 125 ML,GNO103,ean_sin_dv,1.04,650240031502,6502400315021,Tukol-D jarabe infantil
FC-00525451,43.61,95,GNO062 XL-3 ANTIGRIPAL 10 TAB 325/10/4 MG,GNO062,ean_sin_dv,1.44,650240052545,6502400525451,XL-3 C/10
FC-40017100,118.71,95,GNO064 XL-3 VR 24 TAB 3/50/375 MG,GNO064,ean_sin_dv,1.35,650240017100,6502400171006,XL-3 VR C/24
FC-00170941,70.0,95,GNO057 XL-3 XTRA ANTIGRIPAL 12 CAPS 250/5/2/10,GNO057,ean_sin_dv,1.93,650240017094,6502400170941,XL-3 Xtra C/12
FC-36041259,20.7,100,GSI116 HINDS CREMA CLASICA PIEL SECA 90 ML,GSI116,ean_exacto,1.17,037836041259,037836041259,Crema Hinds Clásica piel seca 90 ml
FC-22150801,18.47,100,GSI103 JABON AVENA 1 PZA 125 G,GSI103,ean_exacto,0.85,7501022150801,7501022150801,Jabon Grisi Avena
FC-22150092,18.47,100,GSI063 LECHE DE BURRA 1 JABON 125 G,GSI063,ean_exacto,0.84,7501022150092,7501022150092,Grisi Leche De Burra
FC-65095718,152.62,100,HLN010 CENTRUM BALANCE 1 FCO 30 TAB,HLN010,ean_exacto,1.0,7501065095718,7501065095718,Centrum Balance
FC-50959781,172.16,100,HLN016 centrum performance 1 fco 30 tab,HLN016,ean_exacto,1.07,7501065095978,7501065095978,Centrum Performance
FC-65095947,180.01,100,HLN018 CENTRUM SILVER+50 1 FCO 30 TAB,HLN018,ean_exacto,1.01,7501065095947,7501065095947,Centrum Silver + 50
FC-64560163,72.99,100,HLN035 IODEX CRISTAL 1 UNG 60 G,HLN035,ean_exacto,1.04,7501064560163,7501064560163,Iodex Cristal
FC-09498091,63.2,100,HLN078 SENSODYNE COMPLETE PROTEC 1 TUBO 90 G,HLN078,ean_exacto,0.89,7896009498091,7896009498091,Pasta Dent Sensodyne Proteccion Comp
FC-40171550,103.56,100,HLN045 SENSODYNE RAPIDO ALIVIO 1 TUBO 100 G,HLN045,ean_exacto,0.97,7794640171550,7794640171550,Pasta Dent Sensodyne rápido relief
FC-5008473,170.6,100,HLN062 THERAFLU LIMON 10 SOB 650/20/10 MG,HLN062,ean_exacto,1.0,7501065008473,7501065008473,Theraflu TD Limon Resfriado Severo C/10 sobres
FC-65054135,38.58,100,HLN064 TUMS MIX 24 TAB 750 MG,HLN064,ean_exacto,1.03,7501065054043,7501065054043,TUMS
FC-36006042,26.04,100,LIF160 VIRINDREZ ADULTO 1 ATOM 50 MG/20 ML,LIF160,ean_exacto,1.09,7501836006042,7501836006042,Virindrez Adulto (Oximetazolina) 0.050%
FC-36006028,22.42,100,LIF161 VIRINDREZ INFANTIL 1 ATOM 25 MG/20 ML,LIF161,ean_exacto,1.08,7501836006028,7501836006028,Virindrez Infantil (Oximetazolina) 0.025%
FC-9303047,58.48,100,LIO130 CICLOFERON 1 CMA 2G/ 5 %,LIO130,ean_exacto,1.2,7501299303047,7501299303047,Cicloferon Crema 5% 2 g
EQ-PHG017,42.77,100,PHG017 METRONIDA/DIYOHIDRO 1 SUSP 2.5/2G/120ML,PHG017,sku_eq,1.01,7501299379158,,Metronida/Diyohidro 1 Susp
FC-25116810,27.0,100,PIS097 AGRIFEN 10 TAB 500 MG,PIS097,ean_exacto,1.38,7501125116810,7501125116810,Agrifen
FC-98217659,591.28,100,PYG006 DOLO NEUROBION 3 JGA PRELLENADA 3 ML,PYG006,ean_exacto,1.36,7501298217659,7501298217659,Dolo-Neurobion solucion inyectable C/3
FC-82176351,372.0,100,PYG007 DOLO NEUROBION FORTE 1 JGA PRE 3 ML,PYG007,ean_exacto,1.36,7501298217635,7501298217635,Dolo-Neurobión Forte inyectable prellenado
EQ-PYG016,682.21,100,PYG016 METAMUCIL 1 POLVO SABOR NATURAL 504 G,PYG016,sku_eq,1.25,020800790246,0020800790246,Metanucil 1 Polvo Sabor Natural 504 G
FC-5145497,351.85,100,PYG024 NYQUILZ 30 CAPS 25 MG,PYG024,ean_exacto,1.33,7500435145497,7500435145497,NyQuil Z difenhidramina 25 mg C/30
FC-00753067,108.0,100,PYG029 PEPTO BISMOL ANIS 1 SUSP 118 ML,PYG029,ean_exacto,1.12,020800753067,020800753067,Pepto-Bismol Suspension 118 ml
FC-5181402,166.89,100,PYG039 SEDALMERCK 10 SOB 4 TAB 500/50/5 MG,PYG039,ean_exacto,1.15,7500435181402,7500435181402,Sedalmerck C/40 tabletas
FC-8281209,91.48,100,PYG037 SEDALMERCK 20 TAB 50/5/500 MG,PYG037,ean_exacto,1.15,7501298281209,7501298281209,Sedalmerck C/20 tabletas
FC-98215099,140.76,100,PYG040 SEDALMERCK MAX 24 TAB 650MG/65MG,PYG040,ean_exacto,1.15,7501298215099,7501298215099,Sedalmerck Max C/24
FC-02012475,205.55,100,PYG057 VICK VAPORUB UNGUENTO 100 G,PYG057,ean_exacto,1.64,7590002012475,7590002012475,Vicks Vaporub ungüento 100 G
FC-02012468,122.46,100,PYG056 VICK VAPORUB UNGUENTO 50 G,PYG056,ean_exacto,1.49,7590002012468,7590002012468,Vicks Vaporub ungüento 50G
FC-58367129,54.72,100,LIV197 SICO SAFETY CARTERA 3 PZAS,LIV197,ean_exacto,1.0,7501058367129,7501058367129,Condón Sico Negro Feel
FC-79071241,152.0,100,SFE169 BISOLVON  PED 1 FCO 120 ML,SFE169,ean_exacto,1.05,7501037907124,7501037907124,Bisolvon Infantil
FC-7907117,149.04,100,SFE269 BISOLVON 1 SOL ADU 120 ML,SFE269,ean_exacto,1.05,7501037907117,7501037907117,Bisolvon Solucion Adulto 120 ml
FC-9525015,127.11,100,SFE270 EUCALIPTINE 1 JAR 0.3G/2.5G 140 ML,SFE270,ean_exacto,1.19,7501159525015,7501159525015,Eucaliptine Jarabe 140 ml
FC-24227339,91.21,100,SFE171 LOXCELL 1 TAB 400 MG /300 MG,SFE171,ean_exacto,1.17,7502224227339,7502224227339,Loxcel adulto
FC-79400556,130.43,100,LIV023 SYNCOL 24 COMP 500/25/15 MG,LIV023,ean_exacto,1.32,7501070600556,7501070600556,Syncol (Paracetamol)
FC-34092301,118.42,100,SFE149 SYNCOL MAX 12 COMP 650/60/15 MG,SFE149,ean_exacto,1.34,7501070600730,7501070600730,Syncol Max tabletas
FC-23001331,84.53,100,SFE209 TING 1 CMA 28 G,SFE209,ean_exacto,1.15,7501072300133,7501072300133,Sr. Ting pomada (ácido bórico)
FC-70612368,150.4,100,LIV004 TREDA 20 TAB 280/129/30 MG,LIV004,ean_exacto,1.08,7501070612368,7501070612368,Treda antidiarreico C/20
FC-28979502,134.01,100,SFO025 HISTIACIL NF 1 JBE ADULTO 150 ML,SFO025,ean_exacto,1.1,7501328979502,7501328979502,Histiacil NF adulto jarabe
FC-50003151,145.0,100,LIV015 NEO MELUBRINA 1 JBE 250MG/5/100 ML,LIV015,ean_exacto,1.22,7501165000315,7501165000315,Neo-Melubrina jarabe
FC-14704156,61.98,100,SEN006 SUPOSITORIOS SENOSIAIN AD/10,SEN006,ean_exacto,1.05,7501314704156,7501314704156,Senosiain supositorios adulto C/10
FC-14704187,61.95,100,SEN009 SUPOSITORIOS SENOSIAIN BEBE/10,SEN009,ean_exacto,1.05,7501314704187,7501314704187,Senosiain Supositorios Bebe C/10
FMX-303280,39.58,100,SOF058 MELATONINA (MELNOTEX) 20 TAB SL 5MG,SOF058,ean_exacto,1.0,7502274792115,7502274792115,Melnotex Tabletas 5 Mg C/20
FC-17376CAE,24.7,100,SON192 ASPITAK-P 30 COMP 100 MG,SON192,ean_exacto,1.25,7502001162976,7502001162976,Aspitak-P
FC-01166578,23.81,100,SON258 BABYSONS 1 CMA 5G/30 G,SON258,ean_exacto,1.1,7502001166578,7502001166578,Baby Son's pomada dexpantenol 5 g/100 g
EQ-SON033,38.71,100,SON033 BUSCONET 1 FA 250/20MG/5ML,SON033,sku_eq,1.16,7502001160019,7502001160019,Busconet 1 Fa 250/20mg/5 Ml
EQ-SON034,27.77,100,SON034 BUSCONET 10 TAB 250/10 MG,SON034,sku_eq,1.11,7502001160026,7502001160026,Busconet 10 Tab 250/10 Mg
FC-01165298,32.58,100,SON231 EXHANTIL 1 SUSP 3.70/4/.5G/320 ML,SON231,ean_exacto,0.99,7502001165298,7502001165298,Exhantil suspensión antiácido/antiflatulento
EQ-SON237,28.27,100,SON237 EXPICIN 20 CAPS 500 MG,SON237,sku_eq,0.96,7502001165328,7502001165328,Expicin 25 Caps 500 Mg
EQ-SON264,69.44,100,SON264 LAUR ADULTO 500/500/100/30/4 MG 3 AMP,SON264,sku_eq,1.16,7502001166981,7502001166981,Laur Solución Inyectable
EQ-SON193,40.97,100,SON193 PORAL OTICO 1 GOT 10 ML,SON193,sku_eq,1.19,7502001162600,7502001162600,Poral Otico 1 Got 10 Ml
EQ-ULT056,22.32,100,ULT056 RETOFLAM-F 10 TAB 215/15 MG,ULT056,sku_eq,1.17,7502216792197,7502216792197,Retoflam-F 10 Tab 215/15 Mg
FC-013340,204.06,100,VAL013 BEDOYECTA 30 CAP 100/36/10/5/5/0.5 MG,VAL013,ean_exacto,1.15,7501123013340,7501123013340,Bedoyecta Capsulas C/30
FC-30133021,371.02,100,VAL015 BEDOYECTA TRI 5 AMP 100/50 MG,VAL015,ean_exacto,1.36,7501123013302,7501123013302,Bedoyecta Tri
FC-03430721,41.55,100,VIA067 VITACILINA 2X1 28G 1UNG .350/100000/100G,VIA067,ean_exacto,1.09,7502250343072,7502250343072,Vitacilina 28 Crema
FC-76000284,66.63,100,VIA028 VITACILINA AGUA MICELAR 1 BOT 500 ML,VIA028,ean_exacto,0.82,7506376000284,7506376000284,Vitacilina agua micelar agua rosas
FC-12225164,42.43,95,VIA003 VITACILINA BEBE 50G 1POM 500/90/1000UI/1,VIA003,ean_sin_dv,0.79,354312225164,3543122251648,Vitacilina Bebé Pomada
FC-76000260,69.75,100,VIA023 VITACILINA FACIAL ACLARADORA 1 CMA 100G,VIA023,ean_exacto,0.87,7506376000260,7506376000260,Crema Vitacilina amarilla aclaradora
FC-76000253,69.75,100,VIA024 VITACILINA FACIAL ANTIARRUGAS 1 CMA 100G,VIA024,ean_exacto,0.87,7506376000253,7506376000253,Crema Vitacilina roja antiarrugas
FC-3D0F54B7,31.88,100,VIT068 IBUPRO-CAFE  10 CAPS 400 MG/100 MG,VIT068,ean_exacto,1.06,7501478316813,7501478316813,Ibuprofeno Cafeina
EQ-VIT055,23.75,100,VIT055 ROTUMAL 1 GEL 60G/1.16 %,VIT055,sku_eq,1.04,7502227426869,7502227426869,Rotumal 1 Gel 60g/1.16 %
FC-9F67BB73,26.9,100,WAN002 AMIFARIN 1 SUSP 250MG 60 ML,WAN002,ean_exacto,1.0,7503001007090,7503001007090,Amifarin
